Merge_scenario, Total_Files, Files_Edited_By_One_Dev, Files_That_Remained_The_Same, Files_Added_By_Ove_Dev, Files_Merged, Files_With_Conflicts, ModifierList, ModifierListDS, ModifierListCL, ModifierListIFP, DefaultValueAnnotation, DefaultValueAnnotationDS, DefaultValueAnnotationCL, DefaultValueAnnotationIFP, ImplementList, ImplementListDS, ImplementListCL, ImplementListIFP, EditSameMC, EditSameMCDS, EditSameMCCL, EditSameMCIFP, AddSameFd, AddSameFdDS, AddSameFdCL, AddSameFdIFP, EditSameFd, EditSameFdDS, EditSameFdCL, EditSameFdIFP, SameSignatureCM, SameSignatureCMDS, SameSignatureCMCL, SameSignatureCMIFP, ExtendsList, ExtendsListDS, ExtendsListCL, ExtendsListIFP, NOPATTERN, smallMethod, smallMethodDS, renamedMethod, renamedMethodDS, copiedMethod, copiedMethodDS, copiedFile, copiedFileDS, noPattern, noPatternDS, PossibleRenamings
rev_d6c21-432ca, 291, 117, 87, 85, 87, 86, 126, 62, 0, 0, 0, 0, 0, 0, 40, 19, 0, 0, 962, 0, 0, 0, 0, 0, 0, 0, 219, 219, 0, 0, 109, 109, 0, 0, 22, 9, 0, 0, 1457, 0, 0, 0, 0, 0, 0, 109, 109, 0, 0, 0
rev_8cf76-4d068, 246, 63, 163, 15, 20, 16, 24, 8, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 384, 0, 0, 0, 0, 0, 0, 0, 47, 47, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rev_9f595-a8327, 244, 46, 189, 7, 9, 8, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
