Merge_scenario, Total_Files, Files_Edited_By_One_Dev, Files_That_Remained_The_Same, Files_Added_By_Ove_Dev, Files_Merged, Files_With_Conflicts, ModifierList, ModifierListDS, ModifierListCL, ModifierListIFP, DefaultValueAnnotation, DefaultValueAnnotationDS, DefaultValueAnnotationCL, DefaultValueAnnotationIFP, ImplementList, ImplementListDS, ImplementListCL, ImplementListIFP, EditSameMC, EditSameMCDS, EditSameMCCL, EditSameMCIFP, AddSameFd, AddSameFdDS, AddSameFdCL, AddSameFdIFP, EditSameFd, EditSameFdDS, EditSameFdCL, EditSameFdIFP, SameSignatureCM, SameSignatureCMDS, SameSignatureCMCL, SameSignatureCMIFP, ExtendsList, ExtendsListDS, ExtendsListCL, ExtendsListIFP, NOPATTERN, smallMethod, smallMethodDS, renamedMethod, renamedMethodDS, copiedMethod, copiedMethodDS, copiedFile, copiedFileDS, noPattern, noPatternDS, PossibleRenamings
rev_89e1a-33948, 6035, 90, 5929, 9, 16, 11, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 4, 4, 0, 0, 4, 2, 0, 0, 140, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0
rev_b18e4-13c1c, 6066, 204, 5816, 42, 46, 43, 42, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 37, 0, 0, 0, 451, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_0b34c-833f8, 6058, 367, 5626, 54, 65, 59, 49, 1, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 45, 1, 0, 0, 685, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_c3a22-0ffd9, 6016, 118, 5887, 8, 11, 8, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rev_4c5cf-5496a, 6016, 167, 5827, 19, 22, 20, 23, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 19, 7, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rev_3843a-501a1, 6053, 188, 5824, 37, 41, 40, 37, 1, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 3, 3, 0, 0, 35, 1, 0, 0, 423, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_260a9-34635, 6045, 258, 5733, 42, 54, 52, 42, 2, 0, 0, 0, 0, 0, 0, 12, 5, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 3, 3, 0, 0, 45, 5, 0, 0, 612, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_1cfe5-59f39, 6002, 300, 5654, 43, 48, 43, 42, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 35, 0, 0, 0, 489, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_be638-4010e, 5992, 72, 5911, 1, 9, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rev_8ac43-4010e, 6030, 296, 5677, 50, 57, 53, 45, 2, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 3, 3, 0, 0, 42, 2, 0, 0, 573, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
